Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
401493,"г. Мосты, пл. Ленина, 2",,"M, V, L","M, V",53.413186,24.542138
401495,"г. Гродно, ул. Доватора, 4",,"M, V, L","M, V",53.692821,23.828461
401496,"г. Сморгонь, ул. Победы, 14",,"M, V, L","M, V",54.483583,26.380528
401497,"г. Сморгонь, пер. Больничный, 13",,"M, V, L","M, V",54.489053,26.404899
401604,"г. Лида, ул. Черняховского, 30",,"M, V, L","M, V, L",53.893733,25.287264
401614,"г. Волковыск, ул. Советская, 34",,"M, V, L","M, V, L",53.162981,24.470453
401646,"г. Лида, ул. Фурманова, 17",,"M, V, L","M, V",53.869972222222,25.294666666667
401657,"г. Островец, ул. Короткевича",,"M, V, L",,54.605555556,25.971588889
401660,"г. Гродно, ул. Брикеля, 7",,"M, V, L","M, V, L",53.699606,23.845518
401671,"г. Гродно, ул. Курчатова, 8",,"M, V, L","M, V, L",53.703212,23.812808
401675,"г. Волковыск, в р-не д. №14 по ул. Боричевского ",,"M, V, L","M, V",53.162524,24.440386
401682,"г. Гродно, ул. Поповича, 4а",,"M, V, L","M, V, L",53.673839,23.804944
401684,"г. Волковыск, ул. Калинина, 9",,"M, V, L","M, V, L",53.163539,24.450669
401686,"г. Лида, ул. Янки Купалы, 1",,"M, V, L","M, V, L",53.891625,25.307254
401689,"г. Лида, ул. Игнатова, 71",,"M, V, L","M, V, L",53.906952,25.316836
401706,"г. Гродно, ул. Лиможа, 32Б",,"M, V, L","M, V, L",53.711147,23.848848
401710,"аг. Петревичи, ул. Маяковского, 39","V, L",,,53.643722222222,25.669194444444
401744,аг. Свислочь,"M, V, L",,,53.492819444444,24.077202777778
401781,г. Гродно в р-не ул. Рожанского,,"M, V, L",,53.750902778,23.856036111
401788,д. Дайлидки,"V, L",,,53.544277777778,23.777694444444
401790,д. Дамовцы,"M, V, L",,,53.685972222222,24.906472222222
401834,"г. Гродно, ул. Дубко, 17",,"M, V, L",,53.701536111111,23.83511111
401845,"г. Гродно, мк-н Барановичи",,"M, V, L",,53.671083277778,23.740250027778
402008,"г. Гродно, ул. Лиможа, д. 54",,"M, V, L",,53.717027778,23.849277778
402018,"г. Гродно, ул. Южная, в районе д. 19а",,"M, V, L","M, V, L",53.638313888889,23.85879722
402071,"г. Гродно, пр-т Космонавттов, д. 81 ",,"M, V, L","M, V",53.672321,23.863062
402285,н.п. Валейкуны,,"M, V, L","M, V, L",54.752622222222,26.08751389
402737,"г. Слоним, ул. Фабричная, 1",,"M, V, L",,53.082416666667,25.39116667
402800,"г. Гродно, ул. Дзержинского, 135А",,"M, V, L","M, V",53.710927051187,23.84445495
402801,"г. Гродно, ул. Пролетарская, 16",,"M, V, L","M, V, L",53.681305555556,23.85452778
402802,"г. Гродно, ул. Пестрака, 36",,"M, V, L","M, V, L",53.654166666667,23.83561111
402803,"г. Гродно, ул. Купалы, 18",,"M, V, L","M, V, L",53.660805555556,23.83502778
402804,"г. Гродно, ул. Терешковой, 50а",,"M, V, L","M, V",53.697125,23.85209722
402806,"г. Гродно, ул. Купалы, 89",,"M, V, L","M, V, L",53.648833457806,23.85749986
402808,"г. Гродно, ул. Врублевского, 33",,"M, V, L","M, V, L",53.704202777778,23.80752778
402809,"г. Гродно, ул. Замковая, 4",,"M, V, L","M, V, L",53.677366666667,23.82762778
402810,"г. Гродно, микрорайон Фолюш, 15/12",,"M, V, L","M, V, L",53.664472222222,23.77575
402811,"г. Гродно, пер. Доватора, 3-1",,"M, V, L","M, V, L",53.695277777778,23.82644444
402812,"г. Гродно, пр-т Румлевский, 10/1",,"M, V, L","M, V",53.666183333333,23.859675
402813,"г. Гродно, ул. Дзержинского, 35-1",,"M, V, L","M, V, L",53.697319444444,23.841075
402814,"г. Гродно, ул. Гагарина, 18/1",,"M, V, L","M, V",53.672111111111,23.81524444
402815,"г. Гродно, ул. Гарбарская, д. 4",,"M, V, L",,53.686361206641,23.82461102711
402817,"г. Гродно, ул.Захарова, 32",,"M, V, L","M, V",53.678702777778,23.84695
402818,"г. Гродно, ул. Дзержинского, 2-1",,"M, V, L","M, V, L",53.685602777778,23.83474167
402819,"г. Гродно, ул. Поповича, 50",,"M, V, L","M, V, L",53.666388888889,23.80591667
402820,"г. Гродно, ул. Сухомбаева, 17",,"M, V, L","M, V, L",53.694861111111,23.81272222
402821,"г. Гродно, ул. М.Горького, 91",,"M, V, L","M, V",53.70933334,23.81652786
402822,"г. Гродно, ул. Славинского, д. 29",,"M, V, L",,53.636194444,23.808055556
402823,"г. Гродно, ул. Пучкова, 47",,"M, V, L","M, V",53.652888888889,23.80508333
402824,"г. Гродно, ул. Фестивальная, д. 14",,"M, V, L",,53.687277790128,23.799250066064
402828,д. Гумнищи,"V, L",,,54.124694444444,25.899055555556
402830,д. Немново,"V, L",,,53.860194444444,23.760833333333
402831,д. Лесная,"V, L",,,53.863333333333,23.563194444444
402841,д. Болотники,"V, L",,,54.101055555556,25.269638888889
402842,"д. Жирмуны, 4а","M, V, L",,,53.997583333333,25.210027777778
402843,аг. Гончары,"M, V, L",,,53.737472222222,25.401694444444
402848,"г. Дятлово, ул. Энергитическая, 7",,"M, V, L",,53.46644445258,25.385610958663
402850,"г. Ивье пл. Комсомольская, 2",,"M, V, L",,53.931311111111,25.76931111
402859,"г. Гродно, Индурское шоссе, 30",,"M, V, L","M, V",53.623611111111,23.86441667
402860,"г.п. Зельва, пер. Больничный, 5",,"M, V, L","M, V",53.148222222222,24.82458333
402862,"г. Лида, ул. Кирова, 19",,"M, V, L","M, V, L",53.893,25.29488889
402863,"г. Лида,  ул. Мицкевича, 38-3",,"M, V, L","M, V, L",53.898475,25.31304722
402864,"г. Гродно, пер. Южный, 12А",,"M, V, L","M, V, L",53.644138960819,23.86347223
402871,"г. Островец, ул. К. Маркса, 1",,"M, V, L","M, V, L",54.616561111111,25.95884167
402872,"г. Волковыск, ул. Ленина, 15",,"M, V, L","M, V",53.161438888889,24.46041111
402873,"г. Волковыск, ул. Красноармейская, 23",,"M, V, L","M, V",53.155891666667,24.43321667
402874,д. Костенево,"M, V, L",,,53.720416666667,24.831111111111
402875,аг. Ваверка,"M, V, L",,,53.838444444444,24.949027777778
402877,"г. Сморгонь, пр-т Индустриальный, 7/5",,"M, V, L","M, V, L",54.508777777778,26.36822222
402879,д. Дотишки,"M, V, L",,,54.127111111111,24.996777777778
402892,"г. Гродно, ул. Горького, 72а",,"M, V, L","M, V",53.696527777778,23.81966667
402895,"г. Гродно, пл. Сов. Пограничников, 1",,"M, V, L","M, V, L",53.668472222222,23.82913889
404029,"г. Гродно, ул. Комарова, д.8",,"M, V, L","M, V, L",53.708333333333,23.812116666667
404030,"г. Гродно, ул. Титова, 30",,"M, V, L",,53.667216666667,23.81671944
404035,"г. Гродно, ул. Химиков, 9",,"M, V, L","M, V, L",53.641333333333,23.86079167
404060,"аг. Ратичи, ул. Новая, 3","M, V, L",,,53.770111111111,23.658027777778
404062,"г. Гродно, м-н. Фолюш, 15/201б",,"M, V, L","M, V",53.66335,23.77825
404074,"г. Гродно, ул. Пушкина, 41",,"M, V, L","M, V",53.697805555556,23.82727778
404093,"г. Гродно, ул. Соломовой, 131",,"M, V, L","M, V",53.660416666667,23.78155556
404113,"г. Гродно, ул. Космонавтов, д. 60/6",,"M, V, L",,53.68125,23.864680556
404117,"г. Гродно, ул. Индустриальная, 2а",,"M, V, L","M, V, L",53.661347222222,23.803130555556
404185,"г. Гродно, перес. ул. Тавлая - ул.Малыщинская",,"M, V, L","M, V, L",53.71176,23.85857
404322,"г. Гродно, ул. Островского, 17",,"M, V, L","M, V",53.690194444444,23.83372222
404364,"г. Гродно, ул. Дзержинского, д. 108",,"M, V, L","M, V, L",53.71203,23.83812
404374,"г. Гродно, ул. Центральная - ул. Юрия Олеши",,"M, V, L","M, V, L",53.615119444444,23.83106667
404375,"г. Гродно, ул. Н.Орды, 14",,"M, V, L","M, V, L",53.622097222222,23.81079167
404378,"г. Гродно, ул. Кленовая, 35",,"M, V, L","M, V, L",53.677838888889,23.85875
404379,"г. Гродно, ул. Франтишка Богушевича, 52",,"M, V, L","M, V",53.618980555556,23.79963889
404384,"г. Гродно, ул. 1 Мая, 7",,"M, V, L","M, V, L",53.6873,23.84136111
404396,"г. Гродно, ул. Фомичева, д. 2",,"M, V, L","M, V",53.65778,23.84268
404398,"г. Гродно, ул. Подгорная",,"M, V, L",,53.673305555556,23.83130556
404496,"г. Гродно, ул. Томина, 14а",,"M, V, L","M, V, L",53.651069444444,23.82875
404801,"г. Гродно, ул. Социалистическая, 33а",,"M, V, L",,53.678433333333,23.83375556
404803,"г. Гродно, ул. 17-го сентября, д. 28",,"M, V, L",,53.689719444,23.839102778
404805,"г. Гродно, ул. Полиграфистов, 4",,"M, V, L",,53.67344442,23.83911114
404806,"д. Коробчицы, рыбопитомник","M, V, L",,,53.616527777778,23.757361111111
404807,"г. Гродно, ул. Фомичева, 18",,"M, V, L","M, V, L",53.661333333,23.843888889
404809,"г. Гродно, ул. О. Соломовой, 77А",,"M, V, L","M, V, L",53.669305555556,23.79
404811,"г. Гродно, пер. Дзержинского, д. 17",,"M, V, L","M, V",53.703555539048,23.828416512394
404813,"г. Гродно, ул. Брикеля, 8",,"M, V, L","M, V, L",53.701627777778,23.8448
404814,"г. Гродно, ул.Индурское шоссе, д. 11",,"M, V, L","M, V, L",53.637694486827,23.840055722675
404815,"г. Гродно, ул. Коммунальная, 32",,"M, V, L","M, V",53.688833333,23.81425
404818,"г. Гродно, ул. Гданьская, 14",,"M, V, L","M, V",53.663520939777,23.81649407836
404821,"г. Гродно, ул. Гагарина, 41",,"M, V, L","M, V",53.672666666667,23.80836111
404822,"г. Гродно, пр. Я.Купалы, 74а",,"M, V, L","M, V",53.657280555556,23.84836111
404826,"г. Новогрудок, ул. Мицкевича, 49",,"M, V, L",,53.586138888889,25.81283333
404828,д. Волковичи,"V, L",,,53.584333333333,25.940583333333
404830,д. Каменная Русота,"M, V, L",,,53.732944444444,23.929305555556
404832,"г. Слоним, ул. Маяковского, 5",,"M, V, L","M, V",53.096416666667,25.32041667
404841,д. Головачи,"M, V, L",,,53.6425,24.260277777778
404845,д. Большие Карныши,"V, L",,,53.670111111111,25.816527777778
404858,"аг. Индура, ул. Гродненская, 53","M, V, L",,,53.469166666667,23.886555555556
404860,д. Клайши,"V, L",,,54.00525,24.910777777778
404862,"г. Лида, ул. Летная, 4",,"M, V, L","M, V",53.879063888889,25.32942222
404863,"г. Мосты, ул. Занеманская, 17",,"M, V, L","M, V",53.409513888889,24.52612222
404864,"г. Лида, бульвар князя Гедимина, 3",,"M, V, L","M, V, L",53.884861111111,25.29594444
404865,д. Орковичи,"V, L",,,53.685888888889,25.634583333333
404867,"г. Мосты, ул. 30 лет ВЛКСМ, 165",,"M, V, L","M, V",53.426305555556,24.53777778
404869,"г. Щучин, ул. Мичурина, 22",,"M, V, L","M, V, L",53.602597222222,24.72976944
404878,"г. Ошмяны ул. Советская, 19/1",,"M, V, L","M, V",54.429888888889,25.95519444
404879,д. Трокели,"M, V, L",,,54.03475,25.405222222222
404884,д. Боярки,"V, L",,,53.625722222222,25.109777777778
404885,"г. Щучин, ул. Тимирязева, 3",,"M, V, L","M, V",53.5942,24.7471
404889,д. Еремеичи,"V, L",,,53.7525,25.210305555556
404890,"г. Лида, ул. Красноармейская, 106",,"M, V, L","M, V, L",53.892861111111,25.25625
404891,"г. Гродно, ул. Домбровского, 47",,"M, V, L","M, V",53.705472222222,23.79752778
404896,аг. Эйгерды,"V, L",,,54.065972222222,26.058805555556
404897,аг. Субботники,"V, L",,,54.096166666667,25.7355
404899,"г. Гродно, ул. Л.Чайкиной, 26",,"M, V, L","M, V, L",53.662916666667,23.78611111
404963,"г. Гродно, ул. Огинского, 16",,"M, V, L","M, V, L",53.617866666667,23.81558333
405013,"г. Гродно, ул. Малыщинская",,"M, V, L","M, V, L",53.710288888889,23.86628056
405014,"г. Гродно, ул. Кабяка, 10Б",,"M, V, L","M, V, L",53.64525,23.84838889
405018,"г. Гродно, ул. Куйбышева, 1/1",,"M, V, L","M, V",53.686438888889,23.86021111
405034,"г. Гродно, ул. Коммунальная, 3",,"M, V, L","M, V",53.68977,23.82004
405055,"г. Гродно, ул. Дзержинского, 54",,"M, V, L","M, V, L",53.694019444444,23.83771111
405060,"г. Гродно, ул.  Огинского, 37",,"M, V, L","M, V, L",53.62115,23.80686111
405061,"г. Гродно, пр. Клецкова, 68а",,"M, V, L","M, V",53.651,23.84655556
405062,"г. Гродно, ул. Гая, 11",,"M, V, L","M, V, L",53.662911111111,23.83951944
405068,"г. Гродно, ул. Лидская, 15",,"M, V, L","M, V, L",53.674488888889,23.85206111
405085,"г. Гродно, ул. Терешковой, 28",,"M, V, L","M, V, L",53.695211111111,23.84838056
